cluster_id,n_nodes,n_seed,sum_kzt_internal,top_gids,hypothesis
0,277,1,31227334.24,100000006866783100;100000008477350100;100000000437046100;100000004400305100;100000002398779100,Гипотеза: есть 8 кандидат(ов) в координаторы — возможное ядро группы; в составе: 1 seed; узлов с признаками консолидации: 10; веерная раздача через 4 распределител(ей); 37 транзитных счетов. Оборот внутри 31.2 млн ₸
1,270,1,10178044.0,100000002527114100;100000001697501100;100000002578405100;100000001166289100;100000005342513100,Гипотеза: веерная раздача через 3 распределител(ей); 8 транзитных счетов. Оборот внутри 10.2 млн ₸
2,158,1,32434270.59,100000008547948100;100000008466579100;100000008489922100;100000008710791100;100000003071930100,Гипотеза: в составе: 1 seed; узлов с признаками консолидации: 4; веерная раздача через 10 распределител(ей); 12 транзитных счетов. Оборот внутри 32.4 млн ₸
3,146,3,19519090.0,100000003684369100;100000008165763100;100000008748914100;100000008304139100;100000004847758100,Гипотеза: есть 1 кандидат(ов) в координаторы — возможное ядро группы; в составе: 3 seed; узлов с признаками консолидации: 3; веерная раздача через 5 распределител(ей); 15 транзитных счетов. Оборот внутри 19.5 млн ₸
4,127,7,18414962.28,100000003016635100;100000006518161100;100000005660203100;100000008723830100;100000004707703100,Гипотеза: есть 1 кандидат(ов) в координаторы — возможное ядро группы; в составе: 7 seed; узлов с признаками консолидации: 1; веерная раздача через 2 распределител(ей); 15 транзитных счетов. Оборот внутри 18.4 млн ₸
5,126,0,24907250.33,100000000331309100;100000006889963100;100000000332284100;100000003796063100;100000002628576100,Гипотеза: есть 2 кандидат(ов) в координаторы — возможное ядро группы; 5 точк(и) консолидации; веерная раздача через 1 распределител(ей); 10 транзитных счетов. Оборот внутри 24.9 млн ₸
6,106,0,11794744.0,100000008603629100;100000001857829100;100000005140601100;100000000661912100;100000004679953100,Гипотеза: есть 1 кандидат(ов) в координаторы — возможное ядро группы; 1 точк(и) консолидации; веерная раздача через 3 распределител(ей); 12 транзитных счетов. Оборот внутри 11.8 млн ₸
7,61,0,4350466.67,100000005578559100;100000005473151100;100000005704413100;100000008545727100;100000008104567100,Гипотеза: веерная раздача через 2 распределител(ей); 4 транзитных счетов. Оборот внутри 4.4 млн ₸
8,61,3,8902320.0,100000004015047100;100000008748408100;100000005171642100;100000003923946100;100000004221668100,Гипотеза: в составе: 3 seed; узлов с признаками консолидации: 2; веерная раздача через 1 распределител(ей); 12 транзитных счетов. Оборот внутри 8.9 млн ₸
9,60,0,15020787.0,100000005242320100;100000008512827100;100000003054328100;100000001287955100;100000005514161100,Гипотеза: 1 точк(и) консолидации; веерная раздача через 3 распределител(ей); 4 транзитных счетов. Оборот внутри 15.0 млн ₸
